id,text,Task A,Task B
5137,"E per Natale, il Culattone. #esselunga [URL]",1,"Il tweet utilizza il termine offensivo ""Culattone"", un epiteto omotransfobico rivolto a persone LGBTQIA+, in un contesto denigratorio e offensivo. L'uso del termine come insulto indica odio omotransfobico."
5138,@user_abcdefgh No dieci 😂😂😂 Sti rottinculo 🤣🤣🤣,0,
5139,"QUESTI PERBENISTI HANNO ROTTO IL CAZZO!!! FROCIO NO, CULATTONE NO, RECCHIONE NO!! FATEVI VEDERE DA UNO BRAVO!! [URL]",1,"Il tweet contiene odio omotransfobico perché utilizza termini offensivi e dispregiativi (""frocio"", ""culattone"", ""recchione"") rivolti a persone LGBTQIA+, accompagnati da un tono aggressivo e denigratorio che incita al disprezzo."
5140,"Gli occhioni, i baffetti, la collana tamarra, la camicetta frocia, è un mix troppo perfetto e letale per me Kim Taehyung, sei un maledetto ⚰️⚰️⚰️⚰️⚰️🪦🪦🪦🪦🪦 [URL]",1,"Il tweet utilizza il termine ""frocia"" in modo denigratorio e offensivo, associandolo a una descrizione caricaturale e negativa. L'insieme del messaggio ha un tono derisorio e contiene odio omotransfobico."
5141,@user_abcdefghij ma non mi rompere le balle culattone giacobino,1,"Il tweet contiene odio omotransfobico perché utilizza il termine offensivo ""culattone"", un epiteto dispregiativo rivolto a persone omosessuali, con un tono denigratorio e offensivo."
5142,@user_ab Ma infatti magari non arriva manco bremer. Io dico solo che botman penso non se lo caghino da parecchio,0,
5143,"@user_abcdefgh @user_abcdefgh Lui andrebbe bene allarcigai,il femminiello di renzi.a le carte in regola,se messo a 90,per renzi tornerà a 90 per lui,Urania e amore vero. [URL]",0,
5144,"@user_abcde i can feel you, letteralmente i miei dicono sempre ricchione quindi",0,
5145,"@user_abcdefgh Pompinaro, con la o, sono uomo anche se faccio pompini 🤣",0,
5146,@user_abcdefg @user_abcdefg BIBITARO DI MERDA TRADITORE BASTARDO CAMPANO IGNORANTE CULATTONE RIKKIONAZZO MINKIA MOSCIA SE TI REINCONTRO TI SPACCO TUTTO TRADITORE INFAME VENDUTO AI LADRONI PIDIOTI,1,"Il tweet contiene odio omotransfobico perché utilizza il termine offensivo ""culattone"", che è un insulto diretto e denigratorio verso persone omosessuali, inserito in un contesto di insulti e minacce."
5147,@user_abcdef @user_abcdefgh Per il prete ricchione la ricerca non dovrebbe essere complicata,1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""ricchione"" in modo offensivo e dispregiativo riferito a una persona (in questo caso un prete), esprimendo un chiaro disprezzo verso l'orientamento sessuale."
5148,"RT @user_abcdef @user_abcdefgh Tra la Checca emiliana, il gamberetto e un fenomeno chi sceglierò mai ?",1,"Il tweet utilizza termini offensivi e stereotipi denigratori verso persone LGBTQIA+ (""Checca emiliana"", ""gamberetto"") in modo dispregiativo e derisorio, esprimendo un pregiudizio omotransfobico."
5149,@user_abcdefgh Oltre che sui polpacci te la becchi pure agli angoli delle strade quando meno te l'aspetti ... cerca de nun annà an'frocià ... [URL],1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""frocià"" in modo dispregiativo e minaccioso, suggerendo un'aggressione o un attacco rivolto a persone LGBTQIA+. Il tono è chiaramente offensivo e intimidatorio."
5150,io in palestra che mi pizzico il dito e cerco di non urlare come una checca [URL],0,
5151,le mie amichette mi hanno regalato una tazza da culattone [URL],1,"Il tweet contiene odio omotransfobico perché utilizza il termine offensivo ""culattone"", un epiteto dispregiativo rivolto a persone omosessuali, anche se in un contesto apparentemente scherzoso o amichevole. L'uso di questo termine perpetua stereotipi e discriminazioni verso le persone LGBTQIA+."
5152,@user_abcdefgh @user_abcd Il piacere catartico di mandarli a fare in culo piglia anche me. È contagioso.,0,
5153,@user_abcdefgh Stai veramente chiamando una personə trans travione solo perché provi disprezzo per loro in quanto AMAB? abbastanza disgustoso :/,1,"Il tweet esprime disprezzo verso una persona trans, usando il termine ""travione"" in modo offensivo e denigratorio. Questo costituisce un'espressione di odio omotransfobico."
5154,#MaurizioCostanzoShow un ospite che usa la parola #ricchione e il fatto è stato sorvolato come se nn fosse successo niente… proprio da #schiffo,0,
5155,@user_abcdefghi @user_abcdefghi Ho cacciato un urlo che una “checca isterica” non sarebbe stata in grado 🤣🤣🤣,1,"Il tweet contiene odio omotransfobico perché utilizza l’espressione “checca isterica” in modo denigratorio e offensivo verso una persona presumibilmente LGBTQIA+, veicolando un pregiudizio negativo e stereotipato."
5156,"@user_ab Piano. Che Totti è Totti, non serve metterlo in mezzo per piglià per er culo i lupacchiotti",0,
5157,@user_abcde veramente quello che ho detto è che se uno ti dà della succhiacazzi non ha molto senso che gli succhi il cazzo a meno che non ti piaccia calpestare la tua stessa dignità ma capisco che sia un concetto troppo complicato ed è meglio ripetere quattro cose a pappagallo,0,
5158,"@user_abcdefghij @user_abcdef E alla fine, al massimo ti chiavi le dita nelle porte. Questo è un culattone che ha rubato le foto sul web.",1,"Il tweet utilizza il termine ""culattone"", che è un insulto omotransfobico rivolto a persone omosessuali, e lo associa a un'accusa negativa (""ha rubato le foto sul web""), esprimendo disprezzo e derisione verso una persona presumibilmente gay."
5159,@user_abc minchia wonu te lo porti quel ricchione del tuo fidanzato,1,"Il tweet contiene odio omotransfobico perché utilizza il termine offensivo ""ricchione"" in modo denigratorio riferito al fidanzato di qualcuno, esprimendo disprezzo verso una persona presumibilmente omosessuale."
5160,@user_abcdef Che allenatore di MMERDA Che partita di MMERDA Ancora c'è gente che crede in questo Mancini culattone,1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""culattone"", un epiteto offensivo e dispregiativo rivolto a una persona presumibilmente omosessuale, con intento denigratorio."
5161,L'Etna in un unica eruzione rilascia in atmosfera 10000volte la quantità di co2 che l'umanità ha rilasciato in tutta la sua esistenza.Andate a comprare le auto elettriche...e i monopattini (fanno tanto gay e shic) per non inquinare. #ClimatChange is a #hoax #CarbonTax #NtoQullo [URL],1,"Il tweet utilizza il termine ""gay"" in modo dispregiativo e stereotipato (""fanno tanto gay e shic""), associandolo a un giudizio negativo e derisorio. Questo costituisce un'espressione di odio omotransfobico."
5162,"RT @user_abcdefghij @user_abcdefghi ""pd"" in francese significa ""ricchione""",1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""ricchione"", un insulto omofobico, per definire in modo dispregiativo la parola ""pd"" in francese, diffondendo un pregiudizio e un linguaggio offensivo verso le persone LGBTQIA+."
5163,Ho detto checca invece che chicca,0,
5164,@user_abcdefghij Non ci sono più le femministe... oggi solo femminielli,1,"Il tweet utilizza il termine ""femminielli"" in modo dispregiativo e denigratorio, sostituendo ""femministe"" con un termine che storicamente è stato usato per deridere persone LGBTQIA+, in particolare uomini effeminati o transgender. Il tono è chiaramente offensivo e denigratorio, quindi il tweet contiene odio omotransfobico."
5165,"@user_abcdef @user_abcdefgh I ratti non c’entrano nulla. Tudor va in giro con il culo rotto dal 28 maggio 2003. Un po’ di comprensione, per favore… 😝",0,
5166,@user_abcdefg Lo sapevo che facevi il ricchione va cac,1,"Il tweet contiene odio omotransfobico perché utilizza il termine offensivo ""ricchione"", un epiteto dispregiativo rivolto a persone omosessuali, con intento denigratorio e offensivo."
5167,"@user_abcdefgh Pensa cosa succede,se facciamo San Culattone, tanto per essere alla pari.",1,"Il tweet utilizza il termine ""San Culattone"", che è un'espressione offensiva e dispregiativa rivolta alle persone omosessuali. L'uso di questo termine in modo ironico o denigratorio costituisce odio omotransfobico."
5168,RT @user_abcdefgh @user_abcdefgh Test superato non sei ricchione,1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""ricchione"" in modo offensivo e denigratorio, rivolto presumibilmente a una persona o gruppo, con intento dispregiativo."
5169,"@user_abcdefgh Questi i pretendenti del Diritto al Rispetto? Non impunemente bollati: ""checca, ricchione, frocion-pederasta, transodomita..? Base millenaria è: ""Rispetta se vuoi Rispetto"". Pretendono Rispetto con queste premesse? Ma si fottano ndocoiocoio dentro i loro grasciari😂😂🤣",1,"Il tweet contiene odio omotransfobico perché utilizza numerosi termini offensivi e dispregiativi rivolti a persone LGBTQIA+ (""checca, ricchione, frocion-pederasta, transodomita"") e li associa a un rifiuto del rispetto, con un tono derisorio e ostile."
5170,Nella foto in alto l’assassino. Nella foto in basso il difensore dei valori occidentali: un culattone perverso con moglie transessuale Scelgo l’assassino [URL],1,"Il tweet contiene odio omotransfobico perché utilizza termini offensivi come ""culattone perverso"" per riferirsi a una persona LGBTQIA+ e contrappone negativamente questa persona a un ""assassino"", esprimendo una chiara denigrazione e disprezzo verso la persona LGBTQIA+."
5171,"@user_abcde Ma che andassero ad imparare qualcosa dai dai femminielli di Napoli....non condannò l'omosessualità ,ma questi sono solo ..... meglio che non mi esprimo",1,"Il tweet esprime un giudizio negativo e denigratorio verso un gruppo di persone presumibilmente omosessuali, usando un tono ambiguo ma chiaramente sprezzante (""questi sono solo ... meglio che non mi esprimo""), che implica disprezzo e pregiudizio. Anche se non usa termini esplicitamente offensivi, il messaggio è omotransfobico nel suo insieme."
5172,"@user_abcdefg Dio santo...ho visto giocare zoff scirea e furino, platini, vialli...e dovrei baciare dove camminano dei ragazzini da boy band...ma che si caghino in mano e si prendano a sberle...fino alla fine!",0,
5173,"CHI MI CHIAMA FROCIO, CULATTONE, FEMMINUCCA, A CHI MI CHIEDE SE MI PIACE IL CAZZO, ECCO A VOI LA RISPOSTA. MI MOSTRO A TUTTI VOI CON IL BUCO DEL CULO SPANATO DI FUORI.NIENTE MUTANDINE,ABBASSATA CON LE COSCE SPALANCATE.SIIII !!!!!! SONO UNA PUTTANELLA. [URL]",0,
5174,"@user_abcdefg ma infatti la parola lgbtqia+ in lingua frocia è una bestemmia, ma non dirlo in giro",1,"Il tweet utilizza il termine ""frocia"" in modo dispregiativo e offensivo riferendosi alla comunità LGBTQIA+, definendo la parola ""lgbtqia+"" come una ""bestemmia"" in ""lingua frocia"". Questo esprime disprezzo e derisione verso le persone LGBTQIA+, configurando odio omotransfobico."
5175,Ci ha fatto caso solo Checca Paone. [URL],0,
5176,"RT @user_abcdefghi @user_abcdefghij smettila di parlare da checca, scrivi per intero, grazie",1,"Il tweet utilizza il termine ""checca"" in modo offensivo e denigratorio, rivolto presumibilmente a una persona o a un gruppo, con intento dispregiativo legato all'orientamento sessuale o all'identità di genere. Questo costituisce odio omotransfobico."
5177,@user_abcdef QUESTO È UN GOVERNO DI MENTECATTI BASTARDI FIGLI DI GENITORE 1 IGNOTO E GENITORE 2 CULATTONE! [URL],1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""culattone"" come insulto rivolto a ""genitore 2"", un'espressione offensiva e denigratoria nei confronti delle persone LGBTQIA+."
5178,"@user_abcdefg @user_abcdefghi il mojito se lo beve quel femminiello di mio nipote quando esce il sabato sera, chissà se l'ha apparata una pelle con quel drink da ricchioni",1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""femminiello"" in modo dispregiativo e ""ricchioni"" come insulto rivolto a persone presumibilmente omosessuali, esprimendo derisione e stereotipi negativi verso persone LGBTQIA+."
5179,immagina vedere un gruppo di merde attorno a una ragazza che piange e dare la colpa a lei che li piglia a pugni in faccia. ma gli è andata di culo con li ha presi a calci nei coglioni [URL],0,
5180,"che poi dio buono anche io sto con gli ormoni a mille e per farmi notare in queste fottuta combriccola di disagiati devo mostrare la carne perche quella interessa, non mi rompere le balle culattone di merda e fatti scopare da qualche etero che magari ti passa pure la rabbia",1,"Il tweet contiene odio omotransfobico perché utilizza termini offensivi e denigratori come ""culattone di merda"" rivolti a una persona presumibilmente LGBTQIA+, accompagnati da un tono aggressivo e dispregiativo che incita al disprezzo e alla violenza verbale."
5181,@user_abcdefghij @user_ab Vedi non importa cosa l'importante è quello di prendersi qualcosa in culo anche la bandiera al culattone va bene questa schifezza.,1,"Il tweet contiene odio omotransfobico perché utilizza un linguaggio offensivo e denigratorio rivolto a persone LGBTQIA+, in particolare con l'uso dispregiativo del termine ""culattone"" e l'espressione volgare che incita al disprezzo."
5182,"@user_abcdef @user_abcdef Almeno ho una madre, tu sicuramente sei stato adottato da due froci e sei diventato a tua volta culattone. Occupati facendo chinotti h24, così eviti di ""pensare"" e diffondere stron..te! Ciao pederasta!",1,"Il tweet contiene odio omotransfobico perché utilizza termini offensivi e dispregiativi come ""froci"", ""culattone"" e ""pederasta"" per insultare e denigrare, esprimendo un chiaro disprezzo verso persone LGBTQIA+."
5183,"@user_abcdefghi Ma che parli ? Hai preso 6 pappine in 2 finali , rotto il culo al cesso stadium e parli … 🤡",0,
5184,"@user_abcdefghij @user_abcdefgh @user_abcdefghij Oddio il vostro mondo è così complicato vi offendete subito.Effeminato ha atteggiamenti effeminati non mascolini come posso spiegarti, se vedessi uno così in giro penserei subito che è gay.",1,"Il tweet utilizza il termine ""effeminato"" in modo stereotipato e denigratorio, associandolo a un giudizio negativo e a un pregiudizio verso le persone gay. L'affermazione ""se vedessi uno così in giro penserei subito che è gay"" è espressa con un tono derisorio e contribuisce a rafforzare stereotipi omotransfobici."
